NodeIDSrc NodeIDTar
 72537 72565
 72571 72599
 72602 73915
 73227 73184
 73255 73212
 73283 73240
 73311 73268
 73980 1
 73982 1
 73984 1
 73986 1
 73988 1
 73990 1
 73992 1
 73994 1
 73996 1
 73998 1
 74000 1
 11295 1
 74002 1
 14399 1
 14467 1
 17435 1
 17503 1
 17571 1
 17639 1
 0 17874
 0 17942
 0 18010
 0 18078
 0 18146
 0 18214
 0 18282
 0 18350
 0 18418
 0 18486
 0 18554
 74004 1
 20471 1
 20539 1
 20607 1
 20675 1
 20811 1
 0 21114
 0 21182
 0 21250
 0 21318
 0 21386
 0 21590
 0 21658
 0 21726
 23643 1
 23711 1
 23779 1
 23847 1
 0 24286
 0 24354
 0 24422
 0 24490
 0 24558
 0 24898
 74006 1
 74008 1
 26815 1
 26883 1
 0 27526
 0 27594
 0 27662
 74010 1
 74012 1
 0 30698
 0 30766
 0 30834
 0 31242
 0 33802
 0 33870
 0 33938
 74014 1
 74016 1
 0 36974
 0 37042
 0 37110
 0 37586
 0 40146
 0 40214
 74018 1
 0 43250
 0 43386
 0 43454
 0 43930
 74020 1
 74022 1
 45847 1
 45915 1
 0 46558
 0 46626
 0 46694
 0 47102
 74024 1
 49019 1
 49087 1
 49155 1
 49359 1
 0 49662
 0 49730
 0 49798
 0 49866
 0 50274
 52191 1
 52259 1
 52327 1
 52395 1
 52531 1
 0 52766
 0 52834
 0 52902
 0 52970
 0 53038
 0 53378
 0 53446
 74026 1
 55499 1
 55567 1
 55635 1
 55703 1
 0 55938
 0 56006
 0 56074
 0 56142
 0 56210
 0 56278
 0 56346
 0 56414
 0 56482
 0 56550
 0 56618
 58807 1
 58875 1
 74028 1
 62047 1
 74030 1
 74032 1
 74034 1
 74036 1
 74038 1
 74040 1
 74042 1
 74044 1
 74046 1
 74048 1
 74050 1
